gene_name,H9_WT_B1,H9_WT_B2,H9_KO_UGP2_B1,H9_KO_UGP2_B2,H9_KI_B1,H9_KI_B2,NSC_WT_B1,NSC_WT_B2,NSC_KO_UGP2_B1,NSC_KO_UGP2_B2,NSC_KI_B1,NSC_KI_B2
FGF13-AS1,93,105,100,85,119,119,1,0,3,4,8,3
STK19,0,0,0,0,0,0,0,0,0,0,0,0
LINC01040,0,0,0,0,0,0,0,0,0,0,0,0
TLK2P1,0,0,0,0,0,0,4,0,0,0,0,0
ZNF503-AS1,1,0,0,2,2,0,0,0,1,1,1,0
LINC01776,29,37,48,32,29,27,58,66,51,31,78,79
HLA-DPB2,273,247,269,324,294,238,1,0,0,1,1,0
LOC105377959,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P4,0,0,0,0,0,0,0,0,0,0,0,1
RPS10P10,0,1,0,0,1,0,0,0,0,0,0,0
SLC39A12-AS1,11,9,11,15,1,9,6,2,12,9,17,19
RPL17P6,0,0,0,0,0,0,0,0,3,0,0,0
EIF3LP3,0,0,0,0,0,1,0,0,0,0,0,0
LINC00937,373,310,365,419,383,325,90,72,61,135,154,95
RPS28P8,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P3,1,0,0,0,0,0,0,0,0,1,0,0
LOC101927769,0,0,0,0,0,0,0,0,0,0,0,0
LINC02097,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN7P3,0,0,3,0,0,0,0,1,0,0,2,0
RPL36AP54,3,3,6,3,3,2,3,1,1,5,5,1
FCF1P4,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P5,0,0,0,0,0,0,0,0,0,0,0,0
MTND3P1,0,0,0,0,0,0,0,0,0,0,0,0
DDC-AS1,0,0,0,0,0,0,0,0,0,0,0,2
FTCDNL1,17,35,36,38,24,27,7,9,11,12,10,3
LINC01907,29,31,16,24,14,20,30,31,31,33,47,12
PSMC1P12,0,0,0,0,0,0,0,0,0,0,1,0
RPL26P9,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP46,0,0,0,0,0,0,0,0,0,1,0,0
BAIAP2-DT,490,508,567,464,436,456,1162,1700,936,2121,2599,2262
LINC02654,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP3,0,0,0,0,1,0,0,0,0,0,0,0
KRT16P6,0,0,0,1,0,0,0,0,0,0,0,0
CHP1P3,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP76,0,0,0,0,0,0,0,0,0,0,0,0
OR52E3P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01375,0,0,0,0,0,1,0,0,0,0,0,0
FGFR3P6,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQB2,4,4,5,7,0,1,0,1,7,4,3,2
AP4B1-AS1,6,13,13,7,9,15,6,6,25,13,13,2
LOC100421009,0,0,0,0,0,0,0,0,0,0,0,0
DHX16,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378933,0,0,0,0,0,0,0,0,0,0,0,0
TAP1,34,7,19,38,13,7,0,0,16,35,28,0
TEX22,27,20,21,66,34,23,25,40,25,40,56,25
LOC100129215,85,83,51,94,53,71,18,26,61,74,40,17
LST1,0,0,0,1,0,0,0,2,0,0,7,0
TRIM64FP,0,0,0,0,0,0,0,0,0,0,0,0
LINC01733,7,10,9,9,7,9,4,3,7,12,12,3
RPS12P5,0,0,0,0,0,0,0,0,1,0,0,0
RPL19P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P19,0,0,0,0,0,0,0,0,2,0,0,0
H2BP7,0,0,0,0,0,0,0,0,0,0,0,0
TSPY16P,0,0,0,0,0,0,0,0,0,0,0,0
HCG23,0,2,0,8,0,0,1,3,2,3,1,0
NPIPB14P,23,42,50,41,19,42,35,40,61,47,110,60
KRT18P24,0,0,0,0,0,0,0,0,0,0,0,1
LEMD1-AS1,14,20,31,24,18,18,11,18,10,16,23,12
GAS1RR,3,2,4,6,8,11,10,16,4,11,15,10
LINC00381,0,0,0,0,2,0,0,2,3,6,0,0
LOC100128601,0,0,0,0,0,0,0,0,0,0,0,1
ZNF32-AS1,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P36,0,1,0,0,0,0,0,0,0,0,0,0
CLIC1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378044,1,1,1,2,1,1,0,1,4,0,2,0
LINC00408,0,0,0,0,0,0,0,0,0,0,0,0
LINC02608,0,0,0,0,0,0,1,3,0,3,0,0
PTP4A1P3,0,1,0,0,0,0,0,0,0,0,0,0
UBE2V2P1,0,0,0,0,0,0,0,0,0,0,0,0
STK19,43,53,4,80,26,26,18,47,0,62,143,103
GRM7-AS3,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DRA,20,5,13,20,6,4,0,0,0,0,0,0
PHKBP1,0,0,0,0,0,0,0,1,0,0,0,0
HLA-DMB,5,1,5,3,0,0,0,0,1,1,0,0
BAZ2B,27,21,36,30,15,24,28,37,18,40,28,24
OR2J3,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP26-AS1,0,1,0,0,0,0,0,0,0,0,0,0
LTA,0,1,0,0,1,0,0,0,1,1,0,2
RPL12P10,0,1,1,0,1,2,0,2,0,1,0,1
LOC100129144,0,0,1,0,0,0,0,0,0,0,1,0
TMEM191A,111,81,82,131,143,119,107,71,26,42,27,36
OR52I2,0,0,0,0,0,0,0,0,0,0,0,0
CDCA4P3,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP10,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P14,0,0,0,0,0,0,0,0,0,0,0,0
RAD23BP3,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP62,1,0,0,0,0,0,0,0,0,0,0,0
LOC101929073,0,0,0,0,0,0,0,0,0,0,0,0
NPY6R,1,1,0,2,0,1,0,5,0,1,0,1
HNRNPDLP1,0,0,0,0,0,0,0,0,0,0,0,0
SMARCE1P2,0,0,0,0,0,1,0,0,0,0,4,1
CFLAR-AS1,28,23,19,24,15,28,25,27,25,41,32,25
MTCYBP12,1,0,0,0,0,0,0,0,1,0,0,0
ZNF192P1,55,44,56,42,48,47,34,25,30,62,39,46
LINC00351,0,0,2,0,0,0,0,0,0,0,2,0
RPS3AP38,7,9,7,3,1,4,7,14,13,9,42,22
LINC01811,0,0,0,0,0,0,0,0,0,0,0,0
CROCC2,0,0,0,0,0,0,0,0,0,0,1,0
RPSAP49,0,0,1,0,0,0,0,0,0,0,0,0
NUP50-DT,217,164,301,194,207,167,215,280,224,222,240,233
RPL23AP28,0,0,0,0,0,0,0,0,0,0,0,0
MRPS16P3,0,0,0,0,0,0,0,0,0,0,0,0
TMEM252-DT,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP39,0,0,0,0,0,0,0,0,0,0,0,0
CST12P,0,0,0,0,0,0,0,0,0,0,0,0
VN2R10P,1,0,1,2,2,1,0,1,0,3,0,0
LOC105376291,18,21,14,27,18,22,19,19,20,18,23,9
KRT8P38,0,0,0,0,0,0,1,0,0,0,0,0
ACTG1P24,4,8,12,4,5,6,4,4,5,5,8,2
RPL10AP6,0,0,0,2,0,0,0,3,0,0,2,0
LINC02089,5,2,0,3,1,1,0,0,0,0,0,0
ST7-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00375,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L1,0,0,0,0,1,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,4,8,4,1,2,1
HLA-F-AS1,43,0,55,17,14,0,0,3,6,2,32,3
LINC01876,226,223,263,209,167,211,103,178,28,101,200,227
GTF2H4,13,11,35,28,21,24,26,39,53,74,38,82
PARD3-AS1,2,4,3,3,2,2,1,3,3,9,21,30
SORCS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MTATP6P21,0,0,0,0,0,0,0,0,0,0,0,0
IFNA20P,0,0,0,0,0,0,0,0,0,0,0,0
MRPS21P5,0,0,0,0,0,0,0,0,0,0,0,0
C12orf77,27,29,36,28,9,27,21,31,33,47,37,20
TRIM31,0,0,1,1,1,0,0,1,0,0,1,1
LY6G5C,40,35,41,8,53,32,58,35,29,44,57,39
RBMX2P1,0,0,0,0,0,0,0,1,0,1,2,1
RPL23P11,0,0,0,0,0,0,0,0,0,0,0,0
OR8T1P,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP38,0,0,1,0,0,0,0,0,0,0,0,0
MRPL23-AS1,0,0,0,0,0,0,0,0,2,0,2,0
SLC16A1-AS1,709,783,895,786,578,604,277,337,482,377,307,293
SLC25A5P5,25,20,23,10,40,39,8,4,1,0,3,23
RPL15P13,0,0,0,0,0,0,0,0,0,0,0,0
USP17L7,0,0,0,0,0,1,0,0,0,0,0,0
H3P43,0,0,0,1,0,0,0,0,0,0,0,0
TRIM39,0,0,0,0,0,0,0,0,0,0,34,0
RPS12P9,0,0,0,0,0,2,0,0,0,1,4,1
NOTCH2P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP51,0,0,0,0,0,0,0,0,0,0,0,0
RPL22P3,0,0,0,0,0,0,0,0,0,0,0,0
ADAM1B,2,3,2,2,1,1,0,1,4,5,5,10
LINC01748,41,33,58,33,34,21,14,13,10,17,22,10
TMEM185B,586,606,467,650,632,658,1061,1165,1060,732,1002,980
OR7H1P,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ-AS1,22,19,29,35,24,24,17,19,19,11,15,32
LOC100420170,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928627,0,0,0,0,1,0,0,0,0,3,1,3
RBM22P3,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP17,0,0,0,0,0,0,0,0,0,0,0,0
CUTA,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P27,0,0,0,0,0,0,0,0,2,0,0,0
LINC00323,0,0,10,4,0,3,0,0,4,17,0,0
LINC02549,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP21,0,0,0,0,0,0,0,1,0,0,0,0
USF1P1,0,0,1,0,0,0,0,0,0,0,0,0
LOC101929551,1,1,0,6,0,0,0,0,0,0,0,0
LINC01918,67,85,106,97,76,83,5,21,39,98,11,8
UPK1A-AS1,22,21,36,22,28,18,9,6,3,3,2,7
FAM138B,0,0,0,0,0,0,0,2,0,0,0,0
RPS7P10,0,0,0,0,0,2,0,0,0,0,0,0
LOC101928107,0,0,0,1,0,0,1,1,0,0,0,0
MTND1P1,0,0,0,0,0,0,0,0,0,0,0,0
BTBD9-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SUSD2P1,0,0,0,0,0,0,0,0,0,0,0,1
RPL36P10,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P22,0,0,0,0,0,0,0,0,0,0,1,0
RPL27P3,0,0,0,0,0,0,0,0,0,0,0,0
SSU72P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC102725019,0,0,0,0,0,0,0,0,0,0,0,0
LOC646804,0,0,0,0,0,0,0,0,0,0,0,0
AGKP1,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P49,0,0,0,0,0,0,0,0,0,0,0,1
C2,0,0,0,0,0,0,0,6,2,0,0,8
CYP4F26P,55,46,68,48,31,36,9,22,18,34,26,13
LINC00606,1,0,0,0,0,0,0,0,0,0,0,0
SNORD57,0,0,0,0,0,0,0,0,0,0,0,0
RPL36P17,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP31,0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1P5,0,0,0,0,0,0,0,0,0,0,0,0
VARS1,0,3,2,5,1,3,1,5,0,0,1,0
UBE2V1P10,0,0,0,0,0,0,0,0,0,0,0,0
IFNWP9,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P2Y,0,0,0,0,0,0,0,0,0,0,0,0
OR52M2P,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P110,0,0,0,0,0,0,0,0,0,0,0,0
PRRC2A,10,3,24,5,2,8,6,5,3,7,5,12
LINC00343,0,0,0,0,0,0,0,0,2,0,1,0
RPL13AP16,1,0,0,0,0,1,0,0,0,0,0,0
NOP56P2,0,0,0,0,0,0,0,0,0,0,0,0
SHANK2-AS1,11,9,8,6,7,6,6,19,15,17,11,2
LINC00974,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3P3,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP28,1,0,1,0,0,0,0,0,0,0,0,0
ACTG1P12,1,0,1,0,0,0,1,0,0,0,0,0
RPL7P37,0,0,0,0,1,0,1,0,0,0,0,0
PLCG1-AS1,5,13,11,13,11,17,2,18,9,20,22,9
KIF4B,10,5,6,0,5,4,0,2,5,2,0,0
CLIC1,12,3,2,0,6,7,2,14,20,42,20,6
PSMD10P2,10,2,13,13,6,17,17,15,23,8,24,6
OR13Z1P,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929574,0,0,0,0,0,0,0,0,0,0,0,0
TRBV2,0,0,0,0,0,0,0,0,0,0,0,0
CHMP1AP1,0,0,0,0,0,0,0,0,0,0,0,0
SSR1P2,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420647,0,0,0,0,0,0,0,0,0,0,0,0
LINC01108,92,108,177,67,148,218,2,1,0,1,2,0
TEX41,48,78,50,51,40,44,29,21,35,30,38,18
LINC02679,2,0,0,6,1,1,2,1,4,0,4,0
CT47A12,1,2,3,1,2,0,0,0,3,0,0,0
LINC01535,52,48,53,60,49,45,11,20,16,32,20,16
ENTPD1-AS1,526,510,535,563,392,447,219,239,469,374,241,155
LOC102725191,3,3,5,8,13,1,15,12,2,1,13,18
LENG8-AS1,14,21,50,32,23,20,8,15,27,16,8,41
MTND4P25,0,0,0,0,0,0,0,0,1,0,0,0
HSPA1L,27,9,28,30,36,17,42,61,32,38,33,38
LOC101928525,3,0,0,0,0,1,0,5,0,0,1,3
SNHG32,0,0,0,0,0,0,0,0,0,0,0,0
FAM66C,124,125,169,135,150,136,87,102,162,181,163,134
PTPRD-AS2,2,0,0,3,0,0,0,0,6,5,0,0
SNRPGP8,0,0,0,0,0,0,0,0,0,0,0,0
EEF1DP2,6,1,5,4,2,4,4,9,10,3,10,1
LINC00424,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L2B-AS1,20,11,22,14,16,12,0,0,3,0,3,1
TMEM256P2,0,0,0,0,0,0,0,0,0,1,0,0
RPL35AP30,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505985,0,0,0,0,0,0,0,0,0,0,0,0
SNRPGP12,0,0,0,0,0,0,0,0,0,0,0,0
LINC02554,4,4,2,6,3,7,7,1,5,16,5,8
HSBP1L1,4,8,16,6,6,7,114,175,20,47,241,190
SMCR5,4,7,5,7,1,2,2,3,5,4,2,1
FSIP2-AS2,1,0,0,0,0,0,3,5,0,6,27,3
CUTALP,118,124,109,108,107,144,105,157,124,161,145,97
LOC100507564,9,7,6,8,5,9,12,18,13,20,27,11
PP12613,3,4,3,3,5,9,0,0,0,0,0,0
DISC1-IT1,30,32,33,46,12,26,16,32,40,39,48,15
DAB1-AS1,0,1,0,2,0,1,0,1,4,0,4,13
LINC02668,1,3,0,0,0,2,2,0,2,2,1,0
SRRM5,12,12,16,7,10,5,7,8,6,19,17,8
RPSAP33,0,1,0,1,0,0,0,0,0,1,0,0
LINC01149,4,1,3,0,0,2,2,0,7,9,3,2
GAPDHP54,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506682,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0,0,0,0,0,0,0
PGAM4,0,2,2,0,0,0,0,0,0,0,0,6
RING1,389,531,436,1055,510,401,1138,673,1230,1070,919,1680
LINC02611,0,0,0,0,0,0,1,0,0,0,0,0
C13orf42,662,719,687,885,458,506,14,19,26,30,29,22
MTND1P20,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929006,0,0,0,0,0,0,0,0,0,0,0,0
CACTIN-AS1,3,1,6,3,2,3,3,16,1,1,11,9
RUVBL2P1,0,0,0,0,0,0,0,0,0,0,0,0
LCT-AS1,1,0,0,0,0,0,20,12,6,0,1,3
MROH5,1,0,4,0,4,0,0,0,0,0,0,0
LINC00619,1,4,2,1,3,1,0,2,1,4,2,2
LINC01941,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130137,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DPB1,602,493,526,451,582,493,295,348,209,498,379,401
LINC02774,0,0,0,0,0,0,0,0,0,1,1,0
LOC105375341,0,0,0,0,0,0,0,0,0,1,0,0
MED15P3,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505774,36,35,48,31,42,38,23,39,44,39,52,19
ARHGAP29-AS1,0,0,0,0,0,0,31,1,9,1,5,28
RPL32P19,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1P32,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P11,0,0,0,0,0,0,0,0,0,0,0,5
MCCD1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1GP3,1,0,0,0,0,0,0,0,0,0,0,0
LINC00348,3,8,1,5,0,0,1,0,2,2,3,1
PRPS1P1,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP17,0,0,0,0,0,0,0,0,0,0,0,0
THORLNC,10,9,15,29,22,12,8,4,15,21,3,6
DUTP3,0,0,0,0,0,0,0,1,0,0,0,0
ZFP57,0,4,4,1,6,4,0,0,3,0,2,0
ATE1-AS1,6,9,2,4,2,4,6,22,26,43,24,10
LHFPL3-AS1,4,10,8,9,16,14,6,1,0,0,7,0
GNL1,1028,230,450,118,292,407,261,0,206,491,0,745
RPS29P10,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,2109,2046,2571,2189,785,1404,46,77,80,132,95,156
RPLP1P10,0,0,0,0,0,0,0,0,0,0,0,0
LINC01359,33,33,41,29,17,16,25,24,26,33,22,24
TSBP1,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00354,0,1,0,0,0,1,0,4,1,1,4,1
H2BP6,0,0,0,0,0,0,0,0,0,0,0,0
BSN-DT,50,41,55,50,36,46,26,39,53,46,42,55
RPL19P4,0,0,0,1,0,1,0,0,0,1,0,0
LINC01276,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2SP,0,0,0,0,0,0,0,0,0,0,0,0
LINC00454,0,0,0,0,0,0,1,0,0,0,0,0
MCCD1,0,0,0,0,0,0,0,0,0,0,0,0
PDZPH1P,0,0,0,0,0,0,0,0,2,0,1,0
CT47A11,0,0,0,0,0,0,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00161,0,0,0,0,1,1,0,0,0,0,0,0
CEP164P1,8,6,11,7,5,8,1,6,4,2,7,13
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0
RNF207-AS1,5,3,6,5,4,5,7,5,8,7,7,0
LOC100132762,0,0,0,0,0,0,0,0,0,0,0,0
LCEP4,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP2,0,2,1,0,0,0,1,0,0,0,0,1
DANCR,9043,8957,8505,8776,11266,10074,1315,1498,1775,2399,1609,1316
NCKAP5-AS2,5,3,7,3,5,5,0,0,1,0,1,1
MTCO1P21,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP60,0,0,0,1,0,0,0,0,1,0,0,0
LOC105378591,1,1,5,1,0,2,3,0,0,0,0,0
MAGI2-AS2,0,0,0,0,0,0,0,0,0,0,0,0
CENPCP1,0,1,0,0,0,1,0,0,0,0,0,0
LINC01692,2,3,2,4,2,3,2,1,7,2,4,4
RPL26P10,0,0,0,0,0,0,0,0,0,0,0,1
LINC01203,0,0,0,0,0,0,2,0,2,0,0,1
LINC00658,3,1,4,3,1,2,2,3,1,3,2,5
MTATP6P30,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P14,0,0,0,0,0,0,0,0,0,0,0,0
LINC01247,45,52,49,49,55,45,20,14,45,47,48,39
LINC02876,0,0,0,0,0,0,0,0,0,0,0,0
OR7E96P,0,0,0,0,0,0,0,0,0,0,0,0
OR7E101P,0,0,0,0,0,0,0,0,0,0,0,0
OR51A3P,0,0,0,0,0,0,0,0,0,0,0,0
SLC8A1-AS1,15,23,24,17,24,9,13,12,9,13,6,13
RPS2P36,0,2,1,2,0,0,0,0,0,0,0,0
MTATP6P18,0,0,0,0,0,0,0,0,0,0,0,0
LINC00511,64,60,82,63,65,69,540,540,229,105,299,273
ITGB2-AS1,42,43,37,54,34,50,2,1,8,11,4,1
LOC285453,0,0,0,0,0,0,0,0,0,0,0,0
LINC01682,0,0,0,0,0,0,0,0,0,0,0,0
C14orf132,2497,2468,3277,2502,1732,2006,501,802,1801,4703,1602,1121
MUC12-AS1,58,54,40,33,80,88,78,80,50,34,43,43
RPL6P2,2,0,0,0,1,0,0,0,0,0,1,0
WDR46,0,17,0,17,0,6,10,0,0,0,0,0
LOC107985640,0,0,0,0,0,0,0,0,0,0,0,0
ANHX,0,0,0,0,0,0,0,0,0,0,0,0
LINC00629,1,1,0,0,0,3,6,8,2,4,9,7
LOC117779438,8,12,16,9,18,13,10,20,8,8,6,16
FOCAD-AS1,0,1,0,0,1,1,0,1,1,2,1,1
LINC02798,2,2,3,4,0,3,3,7,8,22,7,9
LOC105373757,0,0,0,0,0,0,0,0,0,0,0,0
PIGQP1,0,0,0,0,0,0,0,0,0,0,0,0
PARP1P1,0,1,0,1,3,0,0,1,1,0,0,0
IGHD1-14,0,0,0,0,0,0,0,0,0,0,0,0
CRIP1P3,0,0,0,0,0,0,0,0,0,0,0,0
LMCD1-AS1,87,71,63,43,61,68,52,41,68,53,85,55
LINC01630,29,55,53,65,26,14,41,26,29,41,56,45
HORMAD2-AS1,4,7,11,1,2,1,0,0,0,0,0,0
ZNF717,252,213,302,230,216,214,190,241,160,204,278,212
NEU1,0,62,44,75,0,32,57,84,50,88,80,83
LOC105375050,2,1,3,2,0,0,0,0,0,0,0,0
OTX2P2,0,0,0,0,0,0,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0,0,0,0,0,0,0
USP17L5,0,0,0,0,0,0,0,0,0,0,0,0
LINC01153,0,0,0,0,0,0,0,0,0,0,0,0
VWA7,23,0,4,7,7,3,9,29,3,2,32,36
IL21-AS1,0,0,0,1,1,0,0,0,0,0,0,0
TRIM15,0,0,1,0,0,0,0,0,0,0,0,0
MTCO1P44,0,0,0,0,0,0,0,0,0,0,0,0
LOC644909,0,0,0,0,0,0,0,0,0,0,0,0
WDR11-AS1,25,16,19,38,18,24,5,14,42,48,50,30
STSP1,0,0,0,0,0,0,0,0,0,0,0,0
RNF39,0,0,0,0,0,6,0,0,0,0,0,0
PGBP,0,0,0,0,0,0,0,0,0,0,1,0
LINC01688,0,0,0,0,0,0,0,1,0,0,0,0
VN1R28P,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P31,0,0,0,0,0,0,0,0,1,0,0,0
MGAT3-AS1,0,0,0,0,0,0,0,0,0,0,1,0
TRGC2,0,8,2,0,0,3,0,0,0,0,0,0
MIR663AHG,126,288,310,205,151,219,237,213,163,156,97,135
ST7-AS1,84,56,84,51,88,65,33,38,65,129,79,64
RBMY2JP,0,0,0,0,0,0,0,0,0,0,0,0
RPL31P12,0,0,0,0,0,0,0,0,0,0,0,0
WARS2P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928222,2,3,3,4,3,4,1,4,1,4,5,18
H3P45,0,0,0,0,0,0,0,0,0,0,0,0
SPATA13-AS1,0,0,0,0,0,0,0,0,0,0,0,0
DHX16,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P14,0,0,0,0,0,0,0,0,0,0,1,0
WASH7P,45,66,39,34,47,25,42,0,0,0,110,173
SPANXB1,0,0,0,1,1,1,13,2,7,0,2,2
TTC39DP,0,0,0,0,0,0,0,0,0,0,2,0
LINC00845,0,0,0,0,0,0,0,0,0,0,1,0
LOC100422325,0,0,0,0,0,0,0,0,0,0,0,0
TRIM60P9Y,0,0,0,0,0,0,0,0,0,0,0,0
SMIM2-AS1,21,25,11,20,24,36,10,8,8,20,18,12
LINC01985,0,0,3,1,1,0,0,1,1,0,0,0
GXYLT1P7,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420050,0,1,0,2,0,0,0,0,0,0,0,1
KLLN,35,12,13,12,36,31,73,64,33,60,38,63
MYOCD-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P10,0,0,0,0,0,0,0,0,0,0,0,0
RPL35AP12,0,0,0,0,0,0,0,0,0,0,0,0
MARK2P10,0,0,0,0,0,0,0,0,0,0,0,0
HSFY3P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01364,0,0,0,0,0,0,0,0,0,0,0,0
RPL31P19,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P20,0,0,0,0,0,0,0,0,1,0,0,0
RPL26P8,0,0,0,0,0,0,0,0,0,0,0,0
MSH5,0,0,0,0,0,0,0,0,0,0,0,0
NEU1,654,706,295,631,788,691,496,848,679,802,627,363
DDAH2,107,208,80,81,156,337,57,0,895,418,1115,161
MTND4P15,0,0,0,0,0,0,0,0,0,0,0,0
RXRB,324,319,506,348,482,351,1169,1402,1100,1043,1340,1323
RPL7AP22,2,5,3,2,6,6,7,4,12,3,3,0
EHMT2,4301,4584,4360,5306,4412,3690,650,0,1732,3024,1429,1667
RPL23AP43,1,2,0,5,1,2,0,1,0,1,0,0
THRAP3P1,0,0,0,0,0,0,0,0,1,0,0,0
LINC00307,0,0,0,0,0,0,0,0,0,0,0,0
RPL15P1,0,0,0,0,0,0,0,0,0,0,1,0
HAUS6P1,2,4,4,2,3,6,0,0,0,0,2,0
PARG,3109,3049,2974,3075,2697,3077,1619,1948,2303,2300,2085,1635
HNRNPKP2,0,0,1,0,0,1,0,0,0,0,0,0
MTND5P25,1,0,0,0,0,0,2,0,1,1,1,5
CEACAMP7,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP88,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP6,0,0,0,0,0,0,0,0,0,0,0,0
RBM26-AS1,47,34,75,57,70,66,25,64,60,85,94,66
LINC00866,0,0,0,0,0,0,0,0,0,0,1,0
HLA-DRB4,0,0,0,0,0,0,0,0,0,0,0,0
TP73-AS1,2601,2571,2762,2514,2857,3195,1282,1784,1726,2614,2396,2313
RABGAP1L-DT,3,3,8,1,4,6,5,3,4,4,5,3
DLG1-AS1,4,3,1,4,0,4,6,3,0,5,6,1
HPN-AS1,6,6,9,8,3,3,0,3,2,7,15,2
RPL11P1,4,1,5,2,1,0,0,1,0,3,1,0
EIF2AP4,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P82,0,0,0,0,0,0,0,0,0,0,0,0
RPL37P1,0,0,0,1,0,0,0,1,0,0,0,0
SLC39A7,6684,6559,6088,6813,8708,7225,9177,10959,9901,9732,10787,11278
LINC01806,78,62,45,27,86,157,202,203,14,26,142,91
KRT8P20,0,0,0,0,0,0,0,0,0,0,0,0
AMYP1,0,0,0,0,0,0,0,0,1,1,0,0
ZMYM4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ACNATP,0,0,0,0,0,0,0,0,0,0,0,0
STK33P1,0,0,0,0,0,0,0,0,0,0,0,0
PCGEM1,1,2,0,1,0,2,1,0,0,1,0,7
MRPS18B,2284,2115,2208,2313,2756,2378,1384,1678,1765,1835,1656,1540
OR10U1P,0,0,0,0,0,0,0,0,0,0,0,0
VN1R33P,0,0,0,0,0,0,0,0,0,0,0,0
HCP5,0,0,23,0,0,22,0,0,1,2,0,0
H3P9,0,0,0,0,0,0,0,0,0,0,0,0
CSE1L-AS1,4,2,11,9,5,11,3,4,18,3,13,12
RPL31P22,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P4,1,0,0,0,1,0,0,0,0,0,0,1
